,TrackId,ArtistName,Title,Lyrics,Mood
2122,TRPDYOM128F42AFC7D,George Duke,Sweet Baby,1 think lovin sunday evenings fun use share Looking memories mind Ive laughed cried thought realize set aside chorus Oh sweet baby free embrace Sweet baby hopin late try sweet baby captured smile sweet baby right Right 2 Lyin Im dreamin mind keeps wanderin thoughts Wanderin memories myy mind love real gone wanderin find love share 3 Oh sweet baby weve long hard road climb sweet baby hopin late try you sweet baby try believe say sweet baby right sided right chorus,Relaxed
81,TRWKQGJ128F427EB1C,Five for Fighting,Disneyland,woke got lazy ass bed watered rocks growing head thought fell asleep west tomorrow land Flying stars like peter pan said damn looks good true goes heart would mind rolling over feel air somethings coming down know care small world nice day wake Disneyland nice day wake Disneyland dream everybodys got little house dog bank account managed mickey mouse thing fight Lakers dream pirates Neverland hook hand Crocs sing superman till cant goes heart do mind rolling over feel air somethings coming down know care small world nice day wake Disneyland nice day wake Disneyland fly away woke got lazy ass bed watered rocks growing head thought looked sign read park closed today Etickets work days magic day free nice day wake Disneyland nice day wake Disneyland lucky day wake Disneyland nice day wake Disneyland,Relaxed
2173,TRJXPKR128F932BDCC,Tricky,Council Estate,mothers belly Im startking kick months womb Im making sick Squeeze womb land room know cant tell council flats jail like school week like police cos kick punch God bless stress stress comes remember boy superstar Chorus Cant it Cant break it cant Cant it Cant break it cant Cant it remember boy superstar council estate cant straight crime rate cant straight bending rules bury tools Bending rules bury tools family cant visit cause prisons far cant be cause Remember boy superstar Remember boy superstar remember boy superstar Chorus S s superstar Cant it know Cant it S s superstar Cant it know Cant it superstar Cant break remember boy superstar Chorus x2,Relaxed
1724,TRMNPYU128F426A4C1,Leonard Cohen,Always,Oh friends matter man woman love somebody words got learn say listen carefully comes Ill loving love thats true thing planned needs helping hand understand always Days fair Yeah thats Ill there hour day year always said Ill loving you love thats true always thing planned needs helping hand will understand always Oh thats pretty thats pretty Oh darling days fair Yeah thats Ill there second minute hour weekend shake shower summer winter going sour always always OK want quit lets try time Ill loving you love thats true always thing planned needs helping hand understand will understand always days fair Dont worry baby Thats Ill there hour day year always,Relaxed
1900,TRDJRRD12903CFB0C6,Marcus Miller,Lost Without U,Im lost Cant help feel know love baby Im lost Cant help feel know love baby Tell love think Im sexy baby want want guy want guy wanna Touch Tell love body feel baby wanna roll wanna hold wanna stay warm cold love hear makes man feel good baby Tell depend need hear Im lost Cant help feel know love baby Im lost Cant help feel know love baby Baby perfect shape Baby perfect weight Treat like birthday want way want way want Tell want stop Tell break heart love dirty wanna roll wanna hold wanna fires Norwegian wood love hear makes man feel good baby Im lost Cant help feel Im lost Cant help feel know love baby Cause tell morning Oh alright babe Aaah yeah Oh baby Oh darling Ahh yeah Im lost Cant help feel know love baby Im lost Cant help feel know love baby Oh yeah Oh baby Oh darling Ah yeah Right Oh baby Oh darling Oh hoo baby right right right,Relaxed
1281,TRGFSOY12903CF53D8,Miike Snow,Black & Blue,know change long been shall again Excuse disgrace weve time paint place dog barking mailman waste time revelation Hello friend Hello mystery bother explain bout maybe head Hey Im tired black blue black blue dear come again voice fading laundry bin found innocence dog barking mailman waste time revelation Hello friend Hello mystery bother explain bout maybe head Hey Im tired black blue black blue Hello friend Hello mystery bother explain bout maybe head Hey Im tired black blue black blue,Relaxed
3314,TRATMLU128F422BD49,Joni Mitchell,Shine,Oh let little light shine Let little light shine Shine Wall Street Vegas Place bets Shine fishermen nets Shine rising oceans evaporating seas Shine Frankenstein technologies Shine science tunnel vision Shine fertile farmland Buried subdivisions Let little light shine Let little light shine Shine dazzling darkness restores deep sleep Shine throw away Shine Reverend Pearson threw away vain old God kept Dickens Rembrandt Beethoven fresh plowed sod Shine good earth good air good water safe place kids play Shine bombs exploding Half mile away Let little light shine Let little light shine Shine worldwide traffic jams Honking day night Shine asshole Passing right Shine red light runners Busy talking cell phones Shine Catholic Church prisons owns Shine Churches love Shine hopeful girl dreamy dress Let little light shine Let little light shine Shine good humor Shine good Shine lousy leadership Licensed kill Shine dying soldiers patriotic pain Shine mass destruction Gods name Shine pioneers seekers mental health Craving simplicity traveled inward Past themselves little lights shine,Relaxed
2743,TROWCHS128F14537C6,Simon Webbe,Free,way wake find Touch morning turn head look Theres need catch Baby Im falling guessed Id standing tall feel chorus Free near Yeah Im free time need hear makes free Im loved open window sun comes horizon perfect moment Trying catch breath find surprising Whod guessed Id standing tall feel chorus exist Chains thought free knew thats easy thing way love surrounds Whod guessed Id standing tall feel Free near whod guessed Id standing tall feel chorus,Relaxed
1223,TRCXGQG128F932D756,The Stone Roses,Shoot You Down,know time come shoot sound day works Id love know coming know time come shoot sound day works Id love know coming wanted love showed started choke wish Id said slow fast want know know cant far late cant wait time come Itll work Thing Itll leave doubt fun walk out Id love know coming Id love know coming Id love know coming,Relaxed
2004,TRQQOIJ128F429322F,ATB,Desperate Religion,know gonna tell you likes way know gonna ask you feel fever oh addiction uh worth life away fever desperate religion little bit uh Gimme little bit train stops rolling its getting blood need stops growing poisonous hope better days nothing oh fix it uh wasting way desperate religion desperate addiction familiar affliction Denying fix desperate religion,Relaxed
3231,TRGIAJH128F931D4DE,Kristin Hersh,Trouble,Trouble Oh trouble set free seen face Trouble Oh trouble cant eating heart away theres left Ive drunk wine world fair fair want kind let Ill Trouble Oh trouble away seen face today Trouble Oh trouble cant wreck leave misery Ive seen eyes deaths disguise Hangin Hangin Im beat Im torn Shattered tossed worn shocking shocking Trouble Oh trouble paid debt leave misery Trouble Oh trouble kind want fight got lot time,Relaxed
1946,TRMSLAT128F92EC661,Swervedriver,Duress,dawn begins creep Sunlight finds heap wish sleep Forget lies told think settin free soul gettin old dreamt divin sea outstretched arms wished breathe grip ecstasy shadows follow night set free wish love Longing caress sink Duress wanna kill dead let throttle instead,Relaxed
2049,TRHLUNQ128F92ED3C4,The Black Crowes,Hotel Illness,Oh good heavens baby wheres medicine left outside etiquette undertakers rule thumb hard talk novocain tongue room smells like hotel illness scars hide business cant hair hide baby love punishment Hypnotize rotten behavior weeks fashion years flavor got head sermons mouth spiders politics worlds greatest liar tell baby true things you,Relaxed
835,TRHFWOS128F146C7D8,Sugababes,2 Hearts,baby head stuff thank god Whats gonna baby song makes glow know Simple things bring simple pleasures know maybe 2 2 means 2 hearts 2 2 2 2 totally 2 mouths 2 closed 2 2 hearts 2 believe 2 love openly wanna wait day Cause everybody needs little time pay time Everybody Feels like little price pay laugh makes grow know Simple things bring simple pleasures know Baby time 2 2 means 2 hearts 2 2 yous 2 mes 2 totally 2 mouths 2 closed 2 2 hearts 2 believe 2 love openly Im palm Love freely Theres Wheres from Ooh ooh ooh Ooh ooh ooh 2 2 means 2 hearts 2 2 yous 2 mes 2 totally 2 mouths 2 closed 2 2 hearts 2 believe 2 love openly x2,Relaxed
2836,TRCHRPR128F146B765,Jack Johnson,People Watching,Im people watching people watching Were people watching people watching Were lonely want Were lonely want lonely want Im you true believe aint use stopping told Ill people watching Watching Finding way Were lonely want Were lonely want Im lonely want Im you only true believe feet going ways People passing got watching confused told guess Im breaking rules Im people watching people watching Were people watching people watching Were lonely want Were lonely want Im lonely want lonely Lonely Lonely Lonely Lonely Lonely Lonely,Relaxed
